license_id,issued,effective,expires,license_class,legal_name,trade_name,premises_address,city,zip,county
0100-23-224457,2026-09-10,2026-10-01,2029-09-30,Liquor Store,S L C Enterprises Of Plattsburgh Inc,LIQUOR AND WINE WAREHOUSE,25 SMITHFIELD BLVD,PLATTSBURGH,12901,Clinton
0100-23-226631,2026-09-10,2026-09-10,2029-08-31,Liquor Store,JOES PIZZA & REDEMPTION CENTER INC,BIG FOOT WINE AND LIQUORS,132 BROADWAY,WHITEHALL,12887,Washington
0100-23-326167,2026-09-10,2026-07-01,2029-06-30,Liquor Store,HAPPY FAMILY LIQUOR STORE INC,HAPPY FAMILY LIQUOR STORE,175 BOARDMAN ST,ELMIRA,14904,Chemung
0100-26-254112,2026-09-10,2026-09-10,2029-08-31,Liquor Store,"Maggy May Goods and Services, LLC",Catskill Mountain Wine and Liquor,14520 Main St,Prattsville,12468,Greene
0186-22-327871,2026-09-10,2025-06-01,2028-05-31,Outdoor Athletic Fields and Stadiums,REDFIN CORPORATION,BW'S,11070 PERRY RD,PAVILION,14525,Genesee
0240-22-100569,2026-09-10,2026-10-01,2028-09-30,Restaurant,DIMSUM 276 INC,PETITE DUMPLING,276 5TH AVE,BROOKLYN,11215,Kings
0240-22-102552,2026-09-10,2026-10-01,2028-09-30,Restaurant,BIAO FENG INC,FRIEND RESTAURANT,110-15 101ST AVE,RICHMOND HILL,11419,Queens
0240-24-132999,2026-09-10,2026-10-01,2028-09-30,Restaurant,PLAZA PATISSERIE INC,CATCH & CUT,29-20 30TH AVE,ASTORIA,11102,Queens
0240-26-154061,2026-09-10,2026-09-10,2028-08-31,Restaurant,NY & Zou Inc,Mr. Sushi,58-12 Myrtle Ave,Ridgewood,11385,Queens
0240-26-154087,2026-09-10,2026-09-10,2028-08-31,Restaurant,The Original American Chicken & Bakery Intl Corp.,,78-07 37th Ave,Jackson Heights,11372,Queens
0267-21-320027,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,COLLEGETOWN BAGELS INC,COLLEGETOWN BAGELS CTB,415 College Ave Ste A,Ithaca,14850,Tompkins
0267-22-113253,2026-09-10,2026-11-01,2028-10-31,Food & Beverage Business,GOOSE PIZZERIA INC,PIZZA PIZZA,768 WARBURTON AVE,YONKERS,10701,Westchester
0267-22-211737,2026-09-10,2026-03-01,2028-02-29,Food & Beverage Business,CAFFE LENA INC,,47 PHILA ST,SARATOGA SPRINGS,12866,Saratoga
0267-26-154117,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,Canal Cave Corp.,,125 Canal St,New York,10002,New York
0340-21-121278,2026-09-10,2025-12-01,2027-11-30,Restaurant,Plantmade,PLANTMADE,65 2ND AVENUE,NEW YORK,10003,New York
0340-22-103455,2026-09-10,2026-10-01,2028-09-30,Restaurant,WAITERS 0 AND 82 LLC,SISTERS,894 900 FULTON ST,BROOKLYN,11238,Kings
0340-22-104048,2026-09-10,2026-10-01,2028-09-30,Restaurant,OPAI THAI INC,OPAI THAI,722 AMSTERDAM AVE,NEW YORK,10025,New York
0340-22-108025,2026-09-10,2026-11-01,2028-10-31,Restaurant,LA LANTERNA INC,GAVI,15 OLD RTE 22,ARMONK,10504,Westchester
0340-22-109782,2026-09-10,2026-10-01,2028-09-30,Restaurant,SACHI ASIAN BISTRO I INC,SACHI,713 2ND AVE,NEW YORK,10016,New York
0340-22-109788,2026-09-10,2026-10-01,2028-09-30,Restaurant,BROADWAY & 166TH LLC,DALLAS BBQ,3956 BROADWAY,NEW YORK,10032,New York
0340-22-110585,2026-09-10,2026-10-01,2028-09-30,Restaurant,North 43rd LLC,TONY'S DI NAPOLI,147 WEST 43RD STREET,NEW YORK,10036,New York
0340-22-112038,2026-09-10,2026-07-01,2028-06-30,Restaurant,BODEGA 88 LLC,,573 COLUMBUS AVE,NEW YORK,10024,New York
0340-22-112651,2026-09-10,2026-10-01,2028-09-30,Restaurant,MARTOULA FOODS CORP,KARVERS GRILLE,480 PATCHOGUE HOLBROOK ROAD,HOLBROOK,11741,Suffolk
0340-22-113482,2026-09-10,2026-05-01,2028-04-30,Restaurant,GALO CHURRASQUEIRA LLC,TAVERN 18,265-11 UNION TPKE,NEW HYDE PARK,11040,Queens
0340-22-205847,2026-09-10,2026-10-01,2028-09-30,Restaurant,MY THREE BOYS INC,BARCELONA,1192 WESTERN AVENUE,ALBANY,12203,Albany
0340-22-207894,2026-09-10,2026-09-10,2028-08-31,Restaurant,W A BENTLEY INC,ANDY'S ADIRONDACK GRILLE,2872 RT 9,MALTA,12020,Saratoga
0340-22-210291,2026-09-10,2026-10-01,2028-09-30,Restaurant,CARBALLO OF CNY LLC,LOS LAGOS,13 GROTON AVE,CORTLAND,13045,Cortland
0340-22-211405,2026-09-10,2026-10-01,2028-09-30,Restaurant,SONORITA CORP,TIJUANA MEXICAN GRILL & BAR,376 RTE 6,MAHOPAC,10541,Putnam
0340-22-215437,2026-09-10,2026-10-01,2028-09-30,Restaurant,FANG LAN INC,LITTLE BUDDHA,4532 PALISADES CENTER DR,WEST NYACK,10994,Rockland
0340-22-306774,2026-09-10,2026-10-01,2028-09-30,Restaurant,PIZZA GUSTOSA INC,SALVATORES PIZZERIA,"1217 BAY ROAD OUTPARCEL 1A,1B",WEBSTER,14580,Monroe
0340-22-310748,2026-09-10,2026-10-01,2028-09-30,Restaurant,KNIGHTS POT RESTAURANT INC,AUDUBON NORTH BEEF & KEG,3050 SWEET HOME RD,AMHERST,14228,Erie
0340-22-314101,2026-09-10,2026-11-01,2028-10-31,Restaurant,SUMO JAPANESE STEAKHOUSE & SUSHI INC,,2309 N TRIPHAMMER RD,ITHACA,14850,Tompkins
0340-23-159082,2026-09-10,2025-10-01,2027-09-30,Restaurant,759 RICHARDS CORP,Azul Williamsburg,759 GRAND ST,BROOKLYN,11211,Kings
0340-23-333136,2026-09-10,2026-11-01,2028-10-31,Restaurant,240 SOUTH INC,ROC N ROLL HEAVEN,1780 ORCHARD PARK RD,WEST SENECA,14224,Erie
0340-23-335529,2026-09-10,2025-05-01,2027-04-30,Restaurant,FAVA INC,JT'S,905 ELMWOOD AVE,BUFFALO,14222,Erie
0340-23-335555,2026-09-10,2026-11-01,2028-10-31,Restaurant,CHEAP CHARLIES RESTAURANT LLC,CHEAP CHARLIE'S BAR & RESTAURANT,8 ELM ST,BLOOMFIELD,14469,Ontario
0340-24-133704,2026-09-10,2026-10-01,2028-09-30,Restaurant,MOGAO PALACE INC,UPON THE PALACE,317 319 GREENWICH ST,NEW YORK,10013,New York
0340-24-133704-01,2026-09-10,2026-10-01,2028-09-30,Additional Bar,MOGAO PALACE INC,UPON THE PALACE,317 319 GREENWICH ST,NEW YORK,10013,New York
0340-24-135859,2026-09-10,2026-11-01,2028-10-31,Restaurant,Doherty Apple Hawthorne LLC,Applebee's Neighborhood Grill & Bar,20 Saw Mill River Rd,Hawthorne,10532,Westchester
0340-25-102241,2026-09-10,2026-07-01,2028-06-30,Restaurant,MPQ 339 SEVENTH AVENUE LLC,LE PAIN QUOTIDIEN,339 7TH AVE,NEW YORK,10001,New York
0340-26-254090,2026-09-10,2026-09-10,2028-08-31,Restaurant,JJ CHAROENSIN CORPORATION,SIAM THAI SUSHI RESTAURANT,14 Maple St,Glens Falls,12801,Warren
0340-26-254120,2026-09-10,2026-09-10,2028-08-31,Restaurant,CK ELLENVILLE KITCHEN LLC,Tonys & Nicks Italian Kitchen,1 Hermance St,Ellenville,12428,Ulster
0340-26-254123,2026-09-10,2026-09-10,2028-08-31,Restaurant,Pho Rush LLC,,331 Main St,Cornwall,12518,Orange
0341-26-254059,2026-09-10,2026-04-01,2026-10-31,Summer Restaurant,Roxbury Golf Management LLC,Shephard Hills Tavern,562 Shepard Hill Rd,Roxbury,12474,Delaware
0343-25-302222,2026-09-10,2025-02-04,2027-01-31,Hotel,Hideaway Bay Resort LLC,Hideaway Bay Resort,42 Lake Ave,Silver Creek,14136,Chautauqua
0346-26-154067,2026-09-10,2026-09-10,2026-09-30,Catering Establishment,Vested LLC,Vested,114 E 25th St,New York,10010,New York
0349-22-217231,2026-09-10,2026-10-01,2028-09-30,Club,WEST ALBANY ROD & GUN CLUB INC,,100 WILLOUGHBY DR,ALBANY,12205,Albany
0349-22-217467,2026-09-10,2026-10-01,2028-09-30,Club,MERVIN ENO POST 1539 INC,THE AMERICAN LEGION,264 BENSON MINES GOLF COURSE,STAR LAKE,13690,St Lawrence
0349-22-217705,2026-09-10,2026-10-01,2028-09-30,Club,MUNNSVILLE AMERICAN LEGION,POST #54 & MEMORIAL HOME ASSN,6311 EAST HILL RD,MUNNSVILLE,13409,Madison
0349-22-217938,2026-09-10,2026-10-01,2028-09-30,Club,CLARK MILLS AMERICAN LEGION POST #26,,7683 MAIN ST,CLARK MILLS,13321,Oneida
0349-22-218147,2026-09-10,2026-10-01,2028-09-30,Club,MONROE POST NO 488,THE AMERICAN LEGION,532 LAKES ROAD,MONROE,10950,Orange
0349-22-218153,2026-09-10,2026-10-01,2028-09-30,Club,STANWIX VETERANS & MENS CLUB INC,,6774 LAMPHEAR RD,ROME,13440,Oneida
0349-22-317369,2026-09-10,2026-10-01,2028-09-30,Club,ATTICA VETERANS MEMORIAL ASSOCIATION INC,,83 MARKET ST,ATTICA,14011,Wyoming
0349-22-317383,2026-09-10,2026-10-01,2028-09-30,Club,JOHNSON COSTELLO POST 355,THE AMERICAN LEGION,2001 HIMROD RD,PENN YAN,14527,Yates
0355-22-310794,2026-09-10,2024-10-11,2026-10-31,Golf Club,"TOWN AND COUNTRY CLUB, THE",,717 EAST AVE,LOCKPORT,14094,Niagara
0370-22-230958,2026-09-10,2026-10-01,2028-09-30,Food & Beverage Business,"DAVY'S LAST CHANCE SALOON, INC",DAVY'S LAST CHANCE SALOON,N/W CORNER ROUTE 79 & 12,CHENANGO FORKS,13746,Broome
0370-24-127579,2026-09-10,2026-10-01,2028-09-30,Food & Beverage Business,308 16 BILLIARD INC,BROWNSTONE BILLIARDS,308 16 FLATBUSH AVENUE,BROOKLYN,11238,Kings
0370-24-132008,2026-09-10,2026-10-01,2028-09-30,Food & Beverage Business,PIER55 INC & USE LI F&B MANAGEMENT LLC,LITTLE ISLAND,PIER 55 IN HUDSON RIVER PARK,New York,10014,New York
0370-24-132008-01,2026-09-10,2026-10-01,2028-09-30,Additional Bar,PIER55 INC & USE LI F&B MANAGEMENT LLC,LITTLE ISLAND,PIER 55 IN HUDSON RIVER PARK,New York,10014,New York
0370-24-132008-02,2026-09-10,2026-10-01,2028-09-30,Additional Bar,PIER55 INC & USE LI F&B MANAGEMENT LLC,LITTLE ISLAND,PIER 55 IN HUDSON RIVER PARK,New York,10014,New York
0370-24-132008-03,2026-09-10,2026-10-01,2028-09-30,Additional Bar,PIER55 INC & USE LI F&B MANAGEMENT LLC,LITTLE ISLAND,PIER 55 IN HUDSON RIVER PARK,New York,10014,New York
0370-24-132008-04,2026-09-10,2026-10-01,2028-09-30,Additional Bar,PIER55 INC & USE LI F&B MANAGEMENT LLC,LITTLE ISLAND,PIER 55 IN HUDSON RIVER PARK,New York,10014,New York
0370-24-217958,2026-09-10,2026-09-10,2028-06-30,Food & Beverage Business,YUNG SAM SKI LTD,MT PETER SKI AREA,51 OLD MT PETER ROAD,WARWICK,10990,Orange
0370-24-225613,2026-09-10,2026-10-01,2028-09-30,Food & Beverage Business,ROCKWELL & ASSOC INC,MADAME OAR'S,584 UPPER COURT ST,BINGHAMTON,13904,Broome
0370-24-230723,2026-09-10,2026-11-01,2028-10-31,Food & Beverage Business,GRAYTWIG INC,THE RED JUG PUB,31 CENTRAL AVENUE,CORTLAND,13045,Cortland
0370-24-27925,2026-09-10,2026-10-01,2028-09-30,Food & Beverage Business,JOHN R CHAMBERLAIN,RIVERLANE BOWLING,12 HAMILTON ST,WADDINGTON,13694,St Lawrence
0370-24-323841,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,277 AMHERST STREET INC,BARRYS BAR & GRILL,277 AMHERST ST,BUFFALO,14207,Erie
0370-24-324140,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,ROSE PREMIUM LLC,BOULDER COFFEE CO CAFE & LOUNGE,561 S CLINTON AVE,ROCHESTER,14620,Monroe
0370-26-354051,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,Schunks West Hill Grill 20 LLC,Schunks West Hill Grill 2.0,4274 Keller Rd,Eden,14057,Erie
0370-26-354149,2026-09-10,2026-09-10,2028-08-31,Food & Beverage Business,"Way Right Golf, LLC",,4276 Lakeville Rd,Geneseo,14454,Livingston
0423-22-103245,2026-09-10,2026-10-01,2028-09-30,Additional Bar,WAITERS 0 AND 82 LLC,SISTERS,894 900 FULTON ST,BROOKLYN,11238,Kings
0423-22-305292,2026-09-10,2026-11-01,2028-10-31,Additional Bar,240 SOUTH INC,(ADD BAR),1780 ORCHARD PARK RD,WEST SENECA,14224,Erie
0423-22-314045,2026-09-10,2026-10-01,2028-09-30,Additional Bar,JOHNSON COSTELLO POST 355,(PAVILION),2001 HIMROD RD,PENN YAN,14527,Yates
0593-26-54106,2026-09-10,2026-09-10,2027-03-09,Wholesaler's Temporary,KALSANG IMP CORP.,,43-50 11th St Ste 101,Long Island City,11101,Queens
0001-23-141863,2026-09-09,2026-07-01,2027-06-30,Wholesale Beer (Retail),The Brooklyn Brewery Corporation,THE BROOKLYN BREWERY,1 Wythe Ave,Brooklyn,11249,Kings
0001-26-354008,2026-09-09,2026-09-09,2027-08-31,Wholesale Beer (Retail),RJ DISCOUNT BEVERAGES INC,,301 E Orvis St,Massena,13662,Tompkins
0007-23-112425,2026-09-09,2026-10-01,2029-09-30,Wholesale Wine,VOTTO VINES IMPORTING LLC,,216 E 45TH ST,NEW YORK,10017,New York
0013-23-124955,2026-09-09,2026-07-01,2027-06-30,Brewer,The Brooklyn Brewery Corporation,THE BROOKLYN BREWERY,1 Wythe Ave,Brooklyn,11249,Kings
0014-23-323809,2026-09-09,2026-10-01,2029-09-30,Micro-Brewer,LIQUID STATE BREWING COMPANY INC,,620 W GREEN ST,ITHACA,14850,Tompkins
0015-23-302681,2026-09-09,2026-10-01,2029-09-30,Farm Brewer,LIQUID STATE BREWING COMPANY INC,,620 W GREEN ST,ITHACA,14850,Tompkins
0031-20-102665,2026-09-09,2026-10-01,2029-09-30,Winery,MATCHBOOK DISTILLING COMPANY LLC,,230 CORWIN ST,GREENPORT,11944,Suffolk
0032-26-253890,2026-09-09,2026-09-09,2029-08-31,Farm winery,O! ORCHARDS LLC,,904 Glasco Tpke,Saugerties,12477,Ulster
0036-23-225485,2026-09-09,2026-09-09,2029-08-31,Direct Shipper Wine,BUONCRISTIANI WINE CO LLC,BUONCRISTIANI FAMILY WINERY,55 ENTERPRISE CT,NAPA,94558,Napa
0071-23-131715,2026-09-09,2026-11-01,2029-10-31,Grocery Store,R & A PETROLEUM CORP,,272 E JERICHO TPKE,HUNTINGTON STATION,11746,Suffolk
0071-26-153983,2026-09-09,2026-09-09,2029-08-31,Grocery Store,Golden Orange Deli Corp,,9 Railroad Ave,Babylon,11702,Suffolk
0071-26-153985,2026-09-09,2026-09-09,2029-08-31,Grocery Store,E & S Mini Market Corp.,EXPRESS DELI & GROCERY,262 Neptune Ave,Brooklyn,11235,Kings
0081-21-313561,2026-09-09,2025-01-01,2027-12-31,Grocery Store,WAL-MART STORES EAST LP,WAL-MART SUPERCENTER #2859,2150 CHILI AVE,GATES,14624,Monroe
0081-23-106868,2026-09-09,2026-09-09,2029-08-31,Grocery Store,MR. DESIGNS GROUPS INC,DIXON DELI,670 DIXON AVE,COPIAGUE,11726,Suffolk
0081-23-112473,2026-09-09,2026-10-01,2029-09-30,Grocery Store,GOLO FOOD MARKET CORP,,41-01 NATIONAL ST,CORONA,11368,Queens
0081-23-162639,2026-09-09,2026-11-01,2029-10-31,Grocery Store,181 GOURMET DELI CORP,,54 E 181st St,Bronx,10453,Bronx
0081-26-153952,2026-09-09,2026-09-09,2029-08-31,Grocery Store,Bayview Food II Corp.,N/A,2124 Rockaway Pkwy,Brooklyn,11236,Kings
0081-26-153966,2026-09-09,2026-09-09,2029-08-31,Grocery Store,510 Bedford Rd Fuels LLC,Teja Mart,510 Bedford Rd,Pleasantville,10570,Westchester
0081-26-154010,2026-09-09,2026-09-09,2029-08-31,Grocery Store,Cynthia Deli Inc,Moe's 1 Deli & Grill,1147 Castleton Ave,Staten Island,10310,Richmond
0081-26-253919,2026-09-09,2026-09-09,2029-08-31,Grocery Store,Wesstop Convenience llc,,742 S Beech St,Syracuse,13210,Onondaga
0081-26-353878,2026-09-09,2026-09-09,2029-08-31,Grocery Store,"Gates Food & Fuel, Inc.",,2206 Buffalo Rd,Rochester,14624,Monroe
0100-23-125046,2026-09-09,2026-11-01,2029-10-31,Liquor Store,KYC ENTERPRISES CORP,COUNTY LINE WINE & LIQUOR,918 MAIN ST STE 8,SOUTH FARMINGDALE,11735,Nassau
0100-23-125184,2026-09-09,2026-10-01,2029-09-30,Liquor Store,LONG BEACH LIQUOR CORP,,45 LONG BEACH PLAZA,LONG BEACH,11561,Nassau
0100-23-126119,2026-09-09,2026-09-09,2029-04-30,Liquor Store,COLLEZIONE NY LLC,COLLEZIONE NEW YORK,786 MADISON AVE,NEW YORK,10065,New York
0100-23-224413,2026-09-09,2026-10-01,2029-09-30,Liquor Store,EHYPERTYPE INC,BITTERSWEET WINES & LIQUORS,3242 LAKE SHORE DR,LAKE GEORGE,12845,Warren
0100-26-153984,2026-09-09,2026-09-09,2029-08-31,Liquor Store,Crown Liquor and Wine Corp.,,134-17 Liberty Avenue,South Richmond Hill,11419,Queens
0100-26-354013,2026-09-09,2026-09-09,2029-08-31,Liquor Store,Gray and Fulmer LLC,Foster's Wine & Spirits,821 County Road 64,Elmira,14903,Chemung
0240-22-100438,2026-09-09,2026-10-01,2028-09-30,Restaurant,MURA SUSHI INC,,370 5TH AVE,BROOKLYN,11215,Kings
0240-22-100650,2026-09-09,2026-10-01,2028-09-30,Restaurant,MAMA G AFRICAN KITCHEN INC,,3650A WHITE PLAINS RD,BRONX,10467,Bronx
0240-22-100895,2026-09-09,2026-10-01,2028-09-30,Restaurant,BELONG CAFE LLC,ATLAS KITCHEN,258 W 109TH ST,NEW YORK,10025,New York
0240-22-100937,2026-09-09,2026-10-01,2028-09-30,Restaurant,LA AURORA DOMINICAN RESTAURANT INC,,239-17 BRADDOCK AVE,JAMAICA,11426,Queens
0240-22-101076,2026-09-09,2026-10-01,2028-09-30,Restaurant,LOVE MAMAK CORP,MAMAK,174 2ND AVE,NEW YORK,10003,New York
0240-22-102759,2026-09-09,2026-10-01,2028-09-30,Restaurant,SHUN FA FA INC,,5014 8TH AVE,BROOKLYN,11220,Kings
0240-22-202732,2026-09-09,2026-10-01,2028-09-30,Restaurant,ALIOTTA & SON INC,BROTHER BRUNO'S PIZZERIA & RESTAURANT,40 BROTHERHOOD PLAZA DR,WASHINGTONVILLE,10992,Orange
0240-26-153784-01,2026-09-09,2026-09-08,2028-08-31,Additional Bar,Banh Mi Inc,Mama Pho,580-582 Grand St,Brooklyn,11211,Kings
0240-26-153986,2026-09-09,2026-09-09,2028-08-31,Restaurant,Samara Hospitality Group Inc,Samara Kitchen,27-24 21st St,Astoria,11102,Queens
0240-26-154015,2026-09-09,2026-09-09,2028-08-31,Restaurant,Takeko Inc,Mary's Fish Camp,626 Hudson St,New York,10014,New York
0267-22-107564,2026-09-09,2026-09-09,2028-07-31,Food & Beverage Business,NIBLA039 LLC,,501 MAIN ST,NEW ROCHELLE,10801,Westchester
0267-22-112107,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,BEANHOUSE LLC,MADAME BONTE,318 E 84TH ST,NEW YORK,10028,New York
0267-22-115249,2026-09-09,2024-10-01,2026-09-30,Food & Beverage Business,CHATHAM HOLTSVILLE RI LEASCO LLC & ISLAND HOSP,MANAGEMENT III LLC DBA: RESIDENCE INN HOLTSVILLE,25 MIDDLE AVE,HOLTSVILLE,11742,Suffolk
0267-22-115479,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,CITY HOPS INC,CITY HOPS,1145 2ND AVE,NEW YORK,10065,New York
0267-22-306419,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,CUBA FRIENDS OF ARCHITECTURE INC,PALMER OPERA HOUSE,12 W Main St,Cuba,14727,Allegany
0267-26-234646,2026-09-09,2026-02-01,2028-01-31,Food & Beverage Business,Royal View Pub Pavilion & Campground LLC,,2533 State Highway 10,Johnstown,12095,Fulton
0267-26-353902,2026-09-09,2026-09-09,2028-08-31,Food & Beverage Business,"KNIGHT LIGHT ENTERPRISES, INC.",Millennium Games Waypoint,1225 Jefferson Rd,Rochester,14623,Monroe
0340-22-102891,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0614,801 SUNRISE HWY,COPIAGUE,11726,Suffolk
0340-22-102981,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0264,211 217 OLD COUNTRY RD,CARLE PLACE,11514,Nassau
0340-22-102985,2026-09-09,2026-09-09,2028-08-31,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #6311,5010 EXPRESS DR S,RONKONKOMA,11779,Suffolk
0340-22-104427,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0374,606 W SUNRISE HWY,VALLEY STREAM,11581,Nassau
0340-22-106671,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0313,1 NEVADA ST,HICKSVILLE,11801,Nassau
0340-22-106862,2026-09-09,2026-09-01,2028-08-31,Restaurant,CIGNO ENTERPRISES INC,MERITAGE,1505 WEAVER ST,SCARSDALE,10583,Westchester
0340-22-109104,2026-09-09,2026-10-01,2028-09-30,Restaurant,14 OLD FULTON STREET LLC & 14-18 OLD FULTON LLC,THE BROOKLYN ICE CREAM FACTORY,14 18 OLD FULTON ST,BROOKLYN,11201,Kings
0340-22-112556,2026-09-09,2026-10-01,2028-09-30,Restaurant,ARISTOKRAT CORP,OLIGARCHY,8615 LEFFERTS BLVD,RICHMOND HILL,11418,Queens
0340-22-205883,2026-09-09,2026-10-01,2028-09-30,Restaurant,ARC FOODS INC,HICKORY,743 ROUTE 28,KINGSTON,12401,Ulster
0340-22-206611,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #6323,3938 STATE RTE 31,LIVERPOOL,13090,Onondaga
0340-22-206633,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #6228,170 WOLF RD,COLONIE,12205,Albany
0340-22-210747,2026-09-09,2026-10-01,2028-09-30,Restaurant,Syracuse University,SCHINE CATERING,303 UNIVERSITY PL,SYRACUSE,13210,Onondaga
0340-22-211039,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0489,4573 COMMERCIAL DR,NEW HARTFORD,13413,Oneida
0340-22-211602,2026-09-09,2026-10-01,2028-09-30,Restaurant,ARJC FOOD CORP,CALABRIA PIZZA AND PASTA,479 WESTERN HIGHWAY,ORANGEBURG,10962,Rockland
0340-22-212645,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0663,450 RTE 211 E,MIDDLETOWN,10940,Orange
0340-22-212988,2026-09-09,2026-10-01,2028-09-30,Restaurant,5268 NEWBURGH INC,THE MANSION GENTLEMEN'S CLUB,5268 RTE 9W,NEWBURGH,12550,Orange
0340-22-214005,2026-09-09,2026-11-01,2028-10-31,Restaurant,LHTW LLC,534 BISTRO,534 BROADWAY,SARATOGA SPRINGS,12866,Saratoga
0340-22-214507,2026-09-09,2026-10-01,2028-09-30,Restaurant,11 MAIN KINGSTON LLC,SANTA FE @ # 11,11 MAIN ST,KINGSTON,12401,Ulster
0340-22-214799,2026-09-09,2026-10-01,2028-09-30,Restaurant,CACCIATORE'S INC,CACCIATORE'S,119 HARRY L DR,JOHNSON CITY,13790,Broome
0340-22-305041,2026-09-09,2026-10-01,2028-09-30,Restaurant,CRAFT COFFEE HOUSE LLC,,6612 CAMPBELL BLVD,LOCKPORT,14094,Niagara
0340-22-306545,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0616,3328 CHAMBERS RD S,HORSEHEADS,14845,Chemung
0340-22-306546,2026-09-09,2026-10-01,2028-09-30,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0410,1515 W RIDGE RD,ROCHESTER,14615,Monroe
0340-23-132376,2026-09-09,2026-09-09,2028-05-31,Restaurant,BRISAS DEL MAR RESTAURANT NY CORP,,675 WOODWARD AVE,RIDGEWOOD,11385,Queens
0340-23-137573,2026-09-09,2025-05-01,2027-04-30,Restaurant,LENOX 127 ST RESTAURANT CORP,CANTINA TAQUERIA & TEQUILA BAR,329 LENOX AVE,NEW YORK,10027,New York
0340-23-137953,2026-09-09,2025-05-01,2027-04-30,Restaurant,TACO PROJECT PLEASANTVILLE LLC,THE TACO PROJECT,465 BEDFORD RD,PLEASANTVILLE,10570,Westchester
0340-24-130971,2026-09-09,2026-10-01,2028-09-30,Restaurant,BK Taco Factory #1 Corp.,BK Taco Factory #1 Corp.,195 Stanhope St,Brooklyn,11237,Kings
0340-24-131745,2026-09-09,2024-10-10,2026-09-30,Restaurant,Monart 3 Corp.,ENOTECA HELL'S KITCHEN,772 9th Ave,New York,10019,New York
0340-24-133166,2026-09-09,2026-10-01,2028-09-30,Restaurant,CHEZ FIFI LLC,,140 E 74TH ST,NEW YORK,10021,New York
0340-24-227483-01,2026-09-09,2026-09-09,2028-08-31,Additional Bar,ADIRONDACK CIVIC CENTER COALITION INC,BASEMENT BAR - FULL LIQUOR,ONE CIVIC CENTER PLAZA,GLENS FALLS,12801,Warren
0340-24-227483-02,2026-09-09,2026-09-09,2028-08-31,Additional Bar,ADIRONDACK CIVIC CENTER COALITION INC,BASEMENT BAR - FULL LIQUOR,ONE CIVIC CENTER PLAZA,GLENS FALLS,12801,Warren
0340-24-227483-03,2026-09-09,2026-09-09,2028-08-31,Additional Bar,ADIRONDACK CIVIC CENTER COALITION INC,1ST FLOOR BAR - FULL LIQUOR,ONE CIVIC CENTER PLAZA,GLENS FALLS,12801,Warren
0340-24-227483-04,2026-09-09,2026-09-09,2028-08-31,Additional Bar,ADIRONDACK CIVIC CENTER COALITION INC,2ND FLOOR BAR - FULL LIQUOR,ONE CIVIC CENTER PLAZA,GLENS FALLS,12801,Warren
0340-26-153891,2026-09-09,2026-09-09,2028-08-31,Restaurant,Our Gang Jericho LLC,Crabtree's Restaurant,226 Jericho Tpke,Floral Park,11001,Nassau
0340-26-153941,2026-09-09,2026-09-09,2028-08-31,Restaurant,The Brooklyn Brewery Corporation,The Brooklyn Brewery,1 Wythe Ave,Brooklyn,11249,Kings
0340-26-153941-01,2026-09-09,2026-09-09,2028-08-31,Additional Bar,The Brooklyn Brewery Corporation,The Brooklyn Brewery,1 Wythe Ave,Brooklyn,11249,Kings
0340-26-153941-02,2026-09-09,2026-09-09,2028-08-31,Additional Bar,The Brooklyn Brewery Corporation,The Brooklyn Brewery,1 Wythe Ave,Brooklyn,11249,Kings
0340-26-153971,2026-09-09,2026-09-09,2028-08-31,Restaurant,Carnegie Diner 445 LLC,Carnegie Diner & Cafe,445 Gold Street,Brooklyn,11201,Kings
0340-26-153975,2026-09-09,2026-09-09,2028-08-31,Restaurant,COMEDY 101 INC,,1920 Grand Ave,North Baldwin,11510,Nassau
