application_id,submitted,status,license_type,trade_name,owner,address,city,zip,county,phone
624581,2026-09-20,Received,BQ,Kesbi #8,Big PK ZSEL LLC,10026 Montana Ave,El Paso,79925,El Paso,
645049,2026-09-20,Received,NT,,Saint Helen Catholic Church,2700 E University Ave,Georgetown,78626,Williamson,
658196,2026-09-20,Received,FB,Edna Seafood And Grill,Chey Investment LLC,1022 S Wells St,Edna,77957,Jackson,
658197,2026-09-20,Received,FB,Country Sunshine,HOLLE HAUS LLC,197 Henkel Circle,Round Top,78954,Fayette,
658224,2026-09-20,Received,Q,Kesbi #3,Big PK ZSAB LLC,4673 FM 18,Abilene,79602,Taylor,
658225,2026-09-20,Received,Q,Kesbi #4,Big PK ZSAB LLC,1050 S Treadaway Blvd,Abilene,79602,Taylor,
658226,2026-09-20,Received,Q,Kesbi #5,Big PK ZSAB LLC,1458 S Treadaway Blvd,Abilene,79602,Taylor,
658232,2026-09-20,Received,FB,The Wings Stadium Nolana,The Wings Stadium Nolana LLC,400 W Nolana Ave,Mcallen,78504,Hidalgo,
658244,2026-09-20,Received,NT,,Pittsburg Rodeo Association,938 N Greer Blvd,Pittsburg,75686,Camp,
658246,2026-09-20,Received,NT,,Knights of Columbus Council 9765,150 W Main St,Fredericksburg,78624,Gillespie,
608239,2026-09-19,Received,BG,Rock and Roll Pizzeria,"MSTJ CAPO'S, LLC",16350 Blanco Rd,San Antonio,78232,Bexar,
637521,2026-09-19,Received,Q,RACEWAY FOOD AMRT,548 VENTURES LLC,13960 FM 548 Suite # 100,Forney,75126,Kaufman,
641058,2026-09-19,Received,N,Bethany Tavern Social Club,Bethany Tavern Social Club,604 W Bethany Dr,Allen,75013,Collin,
643611,2026-09-19,Received,FB,Rock and Roll Pizzeria,"MSTJ CAPO'S, LLC",16350 Blanco Rd,San Antonio,78232,Bexar,
649589,2026-09-19,Received,NT,,Priestly Fraternity of St Peter dba Regina Caeli P,8121 Breen Dr,Houston,77064,Harris,
653911,2026-09-19,Received,LH,Bethany Tavern Social Club,Bethany Tavern Social Club,604 W Bethany Dr,Allen,75013,Collin,
655188,2026-09-19,Received,FB,Bethany Tavern Social Club,Bethany Tavern Social Club,604 W Bethany Dr,Allen,75013,Collin,
658077,2026-09-19,Received,NT,,Ponte En Sus Zapatos,4525 Schlipf Rd,Katy,77493,Waller,
658170,2026-09-19,Received,MB,JND Interests INC DBA Traviesa Sports Bar,"JND INTERESTS, INC.",13711 Westheimer Rd #Z,Houston,77077,Harris,
658174,2026-09-19,Received,LH,JND Interests INC DBA Traviesa Sports Bar,"JND INTERESTS, INC.",13711 Westheimer Rd #Z,Houston,77077,Harris,
635203,2026-09-18,Received,BE,PV TRAINING CENTER LLC,PV TRAINING CENTER LLC,12775 NE Loop 143,Perryton,79070,Ochiltree,
637891,2026-09-18,Received,BN,Global Beer Network,WIN-IT-TOO LLC,30 Log Bridge Rd,Middleton,01949,,
639607,2026-09-18,Received,FB,Hao Hao Arbor Trails,FRESH TOFU LLC,4301 W William Cannon Dr,Austin,78749,Travis,
640346,2026-09-18,Received,MB,Uncle Julio's #029,"Next Restaurants, LLC",9201 North Fwy,Fort Worth,76177,Tarrant,
640361,2026-09-18,Received,FB,Uncle Julio's #029,"Next Restaurants, LLC",9201 North Fwy,Fort Worth,76177,Tarrant,
640365,2026-09-18,Received,LH,Uncle Julio's #029,"Next Restaurants, LLC",9201 North Fwy,Fort Worth,76177,Tarrant,
645679,2026-09-18,Received,BG,BIG AIR PLANO,OHANA FAMILY VENTURES INC,700 Alma Dr,Plano,75075,Collin,
645706,2026-09-18,Received,FB,BIG AIR PLANO,OHANA FAMILY VENTURES INC,700 Alma Dr,Plano,75075,Collin,
648951,2026-09-18,Received,BG,El Taco Spot,El Taco Spot LLC,410 Flag Lake Dr,Lake Jackson,77566,Brazoria,
649328,2026-09-18,Received,FB,El Taco Spot,El Taco Spot LLC,410 Flag Lake Dr,Lake Jackson,77566,Brazoria,
650682,2026-09-18,Received,MB,PADEL39,CLUB39 DALLAS LLC,3000 Belmeade Dr,Carrollton,75006,Dallas,
650684,2026-09-18,Received,FB,PADEL39,CLUB39 DALLAS LLC,3000 Belmeade Dr,Carrollton,75006,Dallas,
651355,2026-09-18,Received,MB,Desert Cow BBQ & Taproom,Guidry Hospitality Group LLC,7109 Katy-Gaston Rd,Richmond,77406,Fort Bend,
651422,2026-09-18,Received,BB,CENTROAMERICA'N IMPORT LLC,Centroamerica'n Import LLC,2200 Northwest Loop 410,San Antonio,78230,Bexar,
653735,2026-09-18,Received,MB,Novice Social,Koupergroup LLC,"2103 Lyons Ave #4120, Bldg 4",Houston,77020,Harris,
653802,2026-09-18,Received,LH,Novice Social,Koupergroup LLC,"2103 Lyons Ave #4120, Bldg 4",Houston,77020,Harris,
653820,2026-09-18,Pending – In Review,NT,,Immaculate Conception Catholic Church,213 N Barnett St,Marion,78124,Guadalupe,
654598,2026-09-18,Pending – In Review,NT,,St Rose of Lima Catholic Church,3600 Brinkman St,Houston,77018,Harris,
654713,2026-09-18,Pending – In Review,NT,,St Henry Catholic Church,1619 S Flores St,San Antonio,78204,Bexar,
654823,2026-09-18,Received,MB,5020 Airline Dr Houston Tx 77022,PJT Legacy Hospitality Group,5020 Airline Dr,Houston,77022,Harris,
655234,2026-09-18,Received,BG,Get N Go,Inclusive Ventures LLC,410 W Highway 82,Gainesville,76240,Cooke,
655284,2026-09-18,Pending – In Review,NT,,Texana Arts Council,109 Ed Linn St,Edna,77957,Jackson,
655760,2026-09-18,Pending – In Review,NT,,Rotary Club of Pflugerville,315 City Park Rd,Pflugerville,78660,Travis,
655801,2026-09-18,Pending – In Review,NT,,Rotary Club of Pflugerville,315 City Park Rd,Pflugerville,78660,Travis,
656040,2026-09-18,Received,Q,LAKEWAY STOP,SWIFTARCH RETAIL LLC,2101 RM 1431,Marble Falls,78654,Burnet,
656374,2026-09-18,Received,LH,PADEL39,CLUB39 DALLAS LLC,3000 Belmeade Dr,Carrollton,75006,Dallas,
656734,2026-09-18,Pending – In Review,Q,One Stop,SD Pioneer Venture LLC,614 Hanes Blvd,Hughes Springs,75656,Cass,
657151,2026-09-18,Pending – In Review,NT,,Whitesboro Area Chamber of Commerce,200 W Main St,Whitesboro,76273,Grayson,
657304,2026-09-18,Received,NT,,Urban Creed MC,2507 S Green St,Longview,75602,Gregg,
657526,2026-09-18,Received,FB,Santa Chelada,"Santa Chelada, Inc.",4101 N Veterans Blvd,San Juan,78589,Hidalgo,
657587,2026-09-18,Pending – In Review,NT,,Chari Kelly Campaign,712 W 16th St,Austin,78701,Travis,
657617,2026-09-18,Pending – In Review,NT,,Holy Name Catholic Church,3814 Nash Blvd,San Antonio,78223,Bexar,
657623,2026-09-18,Pending – In Review,NT,,"Texas Tech Institute, Inc",650 Orleans St,Beaumont,77701,Jefferson,
657632,2026-09-18,Pending – In Review,NT,,Resurrection Catholic Church,915 Zoe St,Houston,77020,Harris,
657637,2026-09-18,Pending – In Review,NT,,City of Port Isabel,309 Railroad St,Port Isabel,78578,Cameron,
657642,2026-09-18,Received,MB,Courtyard By Marriott Houston Kingwood,Houston Kingwood Hotel LLC,130 Northpark Plaza Dr,Houston,77339,Harris,
657657,2026-09-18,Received,FB,Hello Dumpling,"Hello Dumpling Central, LLC",8041 Walnut Hill Ln,Dallas,75231,Dallas,
657663,2026-09-18,Received,FB,Hotel Lucine,1002 Seawall Hotel Manager LLC,1002 Seawall Blvd,Galveston,77550,Galveston,
657667,2026-09-18,Pending – In Review,NT,,Edinburg Arts Foundation,315 W McIntyre Street,Edinburg,78541,Hidalgo,
657687,2026-09-18,Pending – In Review,NT,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
657703,2026-09-18,Received,LH,Courtyard By Marriott Houston Kingwood,Houston Kingwood Hotel LLC,130 Northpark Plaza Dr,Houston,77339,Harris,
657716,2026-09-18,Pending – In Review,NT,,Geronimo Volunteer Fire Department,6551 North State Hwy TX-123,Seguin,78155,Guadalupe,
657729,2026-09-18,Pending – In Review,NT,,St. Mary of the Miraculous Medal,1600 9th Ave N,Texas City,77590,Galveston,
657741,2026-09-18,Pending – In Review,NT,,"Texas Czech Heritage Culture Center, INC.",250 W Fair Grounds Rd,La Grange,78945,Fayette,
